href,language_num,sex,birth_place,native_language,other_languages,age_sex,age_of_english_onset,english_learning_method,english_residence,length_of_english_residence,age
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=65,english102,male,"[u'connecticut,', u'usa']","english
(eng)",[u'none'],"[u'22,', u'male', u'']",0.0,naturalistic,[u'usa'],22.0,  22
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=66,english103,male,"[u'york,', u'usa']","english
(eng)","[u'german', u'']","[u'21,', u'male', u'']",0.0,naturalistic,[u'usa'],21.0,  21
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=67,english104,female,"[u'ohio,', u'usa']","english
(eng)","[u'spanish', u'']","[u'18,', u'female', u'']",0.0,naturalistic,[u'usa'],18.0,  18
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=407,english105,male,"[u'ontario,', u'canada']","english
(eng)",[u'none'],"[u'57,', u'male', u'']",0.0,naturalistic,[u'canada'],57.0,  57
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=408,english106,female,"[u'california,', u'usa']","english
(eng)","[u'spanish', u'']","[u'39,', u'female', u'']",0.0,naturalistic,[u'usa'],39.0,  39
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=416,english107,male,"[u'illinois,', u'usa']","english
(eng)","[u'spanish', u'']","[u'19,', u'male', u'']",0.0,naturalistic,[u'usa'],19.0,  19
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=419,english108,male,"[u'ireland,', u'uk']","english
(eng)","[u'dutch', u'french', u'german', u'spanish', u'']","[u'21,', u'male', u'']",0.0,naturalistic,[u'uk'],21.5,  21
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=420,english109,female,"[u'hampshire,', u'usa']","english
(eng)","[u'irish', u'']","[u'26,', u'female', u'']",0.0,naturalistic,[u'usa'],26.0,  26
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=421,english110,male,"[u'norfolk,', u'uk']","english
(eng)","[u'japanese', u'']","[u'21,', u'male', u'']",0.0,naturalistic,[u'uk'],0.0,  21
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=426,english111,male,"[u'bombay,', u'india']","english
(eng)","[u'hindi-urdu', u'french', u'']","[u'21,', u'male', u'']",0.0,naturalistic,"[u'india,', u'usa']",4.0,  21
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=427,english112,male,"[u'virgin', u'islands']","english
(eng)","[u'french', u'']","[u'21,', u'male', u'']",0.0,naturalistic,"[u'us', u'virgin', u'islands']",21.0,  21
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=439,english113,male,"[u'wales,', u'uk']","english
(eng)","[u'french', u'welsh', u'']","[u'31,', u'male', u'']",0.0,naturalistic,"[u'wales,', u'australia']",31.0,  31
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=442,english114,female,"[u'alabama,', u'usa']","english
(eng)",[u'none'],"[u'38,', u'female', u'']",0.0,naturalistic,[u'usa'],38.0,  38
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=443,english115,male,"[u'hertfordshire,', u'uk']","english
(eng)",[u'none'],"[u'31,', u'male', u'']",0.0,naturalistic,[u'uk'],31.0,  31
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=444,english116,male,"[u'georgia,', u'usa']","english
(eng)",[u'none'],"[u'56,', u'male', u'']",0.0,naturalistic,[u'usa'],56.0,  56
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=445,english117,female,"[u'alabama,', u'usa']","english
(eng)",[u'none'],"[u'60,', u'female', u'']",0.0,naturalistic,[u'usa'],60.0,  60
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=446,english118,male,"[u'ohio,', u'usa']","english
(eng)",[u'none'],"[u'19,', u'male', u'']",0.0,naturalistic,[u'usa'],17.0,  19
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=455,english119,female,"[u'saskatchewan,', u'canada']","english
(eng)",[u'none'],"[u'32,', u'female', u'']",0.0,naturalistic,[u'canada'],32.0,  32
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=456,english120,male,"[u'saskatchewan,', u'canada']","english
(eng)","[u'german', u'']","[u'65,', u'male', u'']",0.0,naturalistic,[u'canada'],65.0,  65
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=465,english121,male,"[u'minnesota,', u'usa']","english
(eng)","[u'french', u'']","[u'21,', u'male', u'']",0.0,naturalistic,[u'usa'],21.0,  21
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=468,english122,female,"[u'lumpur,', u'malaysia']","english
(eng)","[u'mandarin', u'japanese', u'']","[u'20,', u'female', u'']",0.0,naturalistic,"[u'singapore,usa']",13.0,  20
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=469,english123,female,"[u'california,', u'usa']","english
(eng)",[u'none'],"[u'28,', u'female', u'']",0.0,naturalistic,"[u'usa,', u'uk']",23.0,  28
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=480,english124,male,"[u'york,', u'usa']","english
(eng)",[u'none'],"[u'38,', u'male', u'']",0.0,naturalistic,[u'usa'],38.0,  38
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=485,english125,male,"[u'queensland,', u'australia']","english
(eng)",[u'none'],"[u'28,', u'male', u'']",0.0,naturalistic,[u'australia'],28.0,  28
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=487,english126,female,"[u'ohio,', u'usa']","english
(eng)","[u'spanish', u'']","[u'34,', u'female', u'']",0.0,naturalistic,[u'usa'],34.0,  34
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=489,english127,male,"[u'connecticut,', u'usa']","english
(eng)",[u'none'],"[u'39,', u'male', u'']",0.0,naturalistic,[u'usa'],39.0,  39
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=490,english128,female,"[u'florida,', u'usa']","english
(eng)","[u'french', u'']","[u'20,', u'female', u'']",0.0,naturalistic,[u'usa'],20.0,  20
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=492,english129,male,"[u'lancashire,', u'uk']","english
(eng)","[u'korean', u'indonesian', u'polish', u'french', u'']","[u'25,', u'male', u'']",0.0,naturalistic,"[u'uk,', u'australia']",25.0,  25
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=496,english130,male,"[u'south', u'africa']","english
(eng)","[u'afrikaans', u'']","[u'32,', u'male', u'']",0.0,naturalistic,"[u'south', u'africa']",32.0,  32
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=497,english131,male,"[u'florida,', u'usa']","english
(eng)",[u'none'],"[u'23,', u'male', u'']",0.0,naturalistic,[u'usa'],23.0,  23
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=503,english132,female,"[u'ontario,', u'canada']","english
(eng)",[u'none'],"[u'18,', u'female', u'']",0.0,naturalistic,[u'canada'],18.0,  18
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=504,english133,female,"[u'york,', u'usa']","english
(eng)","[u'spanish', u'']","[u'36,', u'female', u'']",0.0,naturalistic,[u'usa'],36.0,  36
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=506,english134,female,"[u'ireland,', u'uk']","english
(eng)","[u'french', u'']","[u'22,', u'female', u'']",0.0,naturalistic,[u'uk'],22.0,  22
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=507,english135,male,"[u'alabama,', u'usa']","english
(eng)",[u'none'],"[u'22,', u'male', u'']",0.0,naturalistic,[u'usa'],22.0,  22
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=508,english136,male,"[u'alberta,', u'canada']","english
(eng)",[u'none'],"[u'25,', u'male', u'']",0.0,naturalistic,[u'canada'],25.0,  25
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=509,english137,male,"[u'virginia,', u'usa']","english
(eng)","[u'japanese', u'']","[u'26,', u'male', u'']",0.0,naturalistic,[u'usa'],26.0,  26
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=510,english138,female,"[u'alaska,', u'usa']","english
(eng)","[u'german', u'']","[u'25,', u'female', u'']",0.0,naturalistic,[u'usa'],25.0,  25
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=511,english139,male,"[u'island,', u'usa']","english
(eng)",[u'none'],"[u'20,', u'male', u'']",0.0,naturalistic,[u'usa'],20.0,  20
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=515,english140,male,"[u'city,', u'philippines']","english
(eng)","[u'tagalog', u'']","[u'43,', u'male', u'']",0.0,naturalistic,"[u'philippines,canada']",43.0,  43
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=516,english141,male,"[u'york,', u'uk']","english
(eng)","[u'french', u'german', u'']","[u'19,', u'male', u'']",0.0,naturalistic,[u'uk'],19.0,  19
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=517,english142,male,"[u'york,', u'usa']","english
(eng)","[u'french', u'']","[u'19,', u'male', u'']",0.0,naturalistic,[u'usa'],19.0,  19
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=518,english143,male,"[u'minnesota,', u'usa']","english
(eng)","[u'french', u'']","[u'42,', u'male', u'']",0.0,naturalistic,"[u'usa,', u'uk']",42.0,  42
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=519,english144,male,"[u'scotia,', u'canada']","english
(eng)","[u'spanish', u'']","[u'24,', u'male', u'']",0.0,naturalistic,[u'canada'],24.0,  24
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=521,english145,male,"[u'edmunds,', u'uk']","english
(eng)",[u'none'],"[u'18,', u'male', u'']",0.0,naturalistic,[u'uk'],13.0,  18
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=522,english146,male,"[u'arkansas,', u'usa']","english
(eng)","[u'spanish', u'']","[u'22,', u'male', u'']",0.0,naturalistic,[u'usa'],22.0,  22
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=523,english147,female,"[u'california,', u'usa']","english
(eng)","[u'portuguese', u'']","[u'40,', u'female', u'']",0.0,naturalistic,[u'usa'],40.0,  40
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=525,english148,male,"[u'sydney,', u'australia']","english
(eng)",[u'none'],"[u'31,', u'male', u'']",0.0,naturalistic,[u'australia'],31.0,  31
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=526,english149,male,"[u'georgia,', u'usa']","english
(eng)",[u'none'],"[u'18,', u'male', u'']",0.0,naturalistic,[u'usa'],18.0,  18
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=527,english150,male,"[u'kentucky,', u'usa']","english
(eng)","[u'spanish', u'']","[u'31,', u'male', u'']",0.0,naturalistic,[u'usa'],31.0,  31
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=528,english151,male,"[u'maryland,', u'usa']","english
(eng)","[u'spanish', u'']","[u'18,', u'male', u'']",0.0,naturalistic,[u'usa'],18.0,  18
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=529,english152,male,"[u'adelaide,', u'australia']","english
(eng)",[u'none'],"[u'18,', u'male', u'']",0.0,naturalistic,[u'australia'],18.0,  18
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=533,english153,male,"[u'brisbane,', u'australia']","english
(eng)",[u'none'],"[u'35,', u'male', u'']",0.0,naturalistic,[u'australia'],35.0,  35
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=534,english154,male,"[u'scotia,', u'canada']","english
(eng)",[u'none'],"[u'28,', u'male', u'']",0.0,naturalistic,[u'canada'],28.0,  28
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=535,english155,male,"[u'california,', u'usa']","english
(eng)",[u'none'],"[u'35,', u'male', u'']",0.0,naturalistic,[u'usa'],35.0,  35
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=536,english156,male,"[u'dublin,', u'ireland']","english
(eng)","[u'mandarin', u'french', u'irish', u'']","[u'33,', u'male', u'']",0.0,naturalistic,[u'ireland'],33.0,  33
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=538,english157,male,"[u'texas,', u'usa']","english
(eng)",[u'none'],"[u'35,', u'male', u'']",0.0,naturalistic,[u'usa'],35.0,  35
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=540,english158,female,"[u'columbia,', u'usa']","english
(eng)","[u'spanish', u'german', u'']","[u'18,', u'female', u'']",0.0,naturalistic,[u'usa'],18.0,  18
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=541,english159,male,"[u'ontario,', u'canada']","english
(eng)",[u'none'],"[u'18,', u'male', u'']",0.0,naturalistic,[u'canada'],18.0,  18
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=542,english160,female,"[u'minnesota,', u'usa']","english
(eng)",[u'none'],"[u'21,', u'female', u'']",0.0,naturalistic,[u'usa'],21.0,  21
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=546,english161,female,"[u'ohio,', u'usa']","english
(eng)",[u'none'],"[u'75,', u'female', u'']",0.0,naturalistic,[u'usa'],75.0,  75
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=548,english162,female,"[u'ohio,', u'usa']","english
(eng)",[u'none'],"[u'41,', u'female', u'']",0.0,naturalistic,[u'usa'],39.0,  41
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=547,english163,male,"[u'ohio,', u'usa']","english
(eng)","[u'german', u'dutch', u'']","[u'41,', u'male', u'']",0.0,naturalistic,[u'usa'],39.0,  41
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=549,english164,male,"[u'leeds,', u'uk']","english
(eng)",[u'none'],"[u'38,', u'male', u'']",0.0,naturalistic,[u'uk'],38.0,  38
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=550,english165,female,"[u'michigan,', u'usa']","english
(eng)","[u'french', u'spanish', u'german', u'']","[u'43,', u'female', u'']",0.0,naturalistic,[u'usa'],43.0,  43
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=551,english166,male,"[u'pennsylvania,', u'usa']","english
(eng)","[u'spanish', u'']","[u'18,', u'male', u'']",0.0,naturalistic,[u'usa'],18.0,  18
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=552,english167,male,"[u'michigan,', u'usa']","english
(eng)","[u'spanish', u'']","[u'43,', u'male', u'']",0.0,naturalistic,[u'usa'],43.0,  43
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=554,english168,male,"[u'california,', u'usa']","english
(eng)","[u'german', u'']","[u'40,', u'male', u'']",0.0,naturalistic,[u'usa'],25.0,  40
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=555,english169,male,"[u'mississippi,', u'usa']","english
(eng)","[u'spanish', u'esperanto', u'']","[u'18,', u'male', u'']",0.0,naturalistic,[u'usa'],18.0,  18
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=556,english170,female,"[u'mississippi,', u'usa']","english
(eng)",[u'none'],"[u'50,', u'female', u'']",0.0,naturalistic,[u'usa'],50.0,  50
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=563,english171,male,"[u'missouri,', u'usa']","english
(eng)","[u'french', u'spanish', u'italian', u'']","[u'21,', u'male', u'']",0.0,naturalistic,[u'usa'],21.0,  21
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=564,english172,male,"[u'kingston,', u'jamaica']","english
(eng)",[u'none'],"[u'49,', u'male', u'']",0.0,naturalistic,"[u'jamaica,', u'uk']",49.0,  49
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=567,english173,male,"[u'illinois,', u'usa']","english
(eng)",[u'none'],"[u'19,', u'male', u'']",0.0,naturalistic,[u'usa'],19.0,  19
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=568,english174,female,"[u'sarawak,', u'malaysia']","english
(eng)","[u'malay', u'chinese', u'']","[u'30,', u'female', u'']",0.0,naturalistic,"[u'australia,', u'singapore']",12.0,  30
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=572,english175,male,"[u'washington,', u'usa']","english
(eng)","[u'mandarin', u'']","[u'24,', u'male', u'']",0.0,naturalistic,[u'usa'],21.0,  24
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=573,english176,female,"[u'carolina,', u'usa']","english
(eng)","[u'spanish', u'french', u'afrikaans', u'']","[u'18,', u'female', u'']",0.0,naturalistic,[u'usa'],18.0,  18
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=574,english177,female,"[u'louisiana,', u'usa']","english
(eng)",[u'none'],"[u'23,', u'female', u'']",0.0,naturalistic,[u'usa'],23.0,  23
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=583,english178,male,"[u'pennsylvania,', u'usa']","english
(eng)",[u'none'],"[u'30,', u'male', u'']",0.0,naturalistic,[u'usa'],30.0,  30
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=584,english179,male,"[u'dakota,', u'usa']","english
(eng)","[u'german', u'russian', u'']","[u'57,', u'male', u'']",0.0,naturalistic,[u'usa'],55.0,  57
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=585,english180,male,"[u'island,', u'usa']","english
(eng)",[u'none'],"[u'20,', u'male', u'']",0.0,naturalistic,[u'usa'],20.0,  20
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=586,english181,male,"[u'pennsylvania,', u'usa']","english
(eng)",[u'none'],"[u'68,', u'male', u'']",0.0,naturalistic,[u'usa'],68.0,  68
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=590,english182,male,"[u'york,', u'usa']","english
(eng)","[u'italian', u'spanish', u'']","[u'50,', u'male', u'']",0.0,naturalistic,[u'usa'],50.0,  50
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=595,english183,female,"[u'corriverton,', u'guyana']","english
(eng)","[u'hindi', u'']","[u'55,', u'female', u'']",0.0,naturalistic,"[u'guyana,', u'usa']",55.0,  55
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=597,english184,female,"[u'oregon,', u'usa']","english
(eng)","[u'spanish', u'']","[u'18,', u'female', u'']",0.0,naturalistic,[u'usa'],18.0,  18
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=604,english185,male,"[u'oxford,', u'uk']","english
(eng)","[u'spanish', u'']","[u'38,', u'male', u'']",0.0,naturalistic,[u'canada'],36.0,  38
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=605,english186,female,"[u'alabama,', u'usa']","english
(eng)",[u'none'],"[u'39,', u'female', u'']",0.0,naturalistic,[u'usa'],39.0,  39
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=606,english187,female,"[u'iowa,', u'usa']","english
(eng)",[u'none'],"[u'42,', u'female', u'']",0.0,naturalistic,[u'usa'],42.0,  42
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=611,english188,male,"[u'scotland,', u'uk']","english
(eng)",[u'none'],"[u'35,', u'male', u'']",0.0,naturalistic,[u'uk'],35.0,  35
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=617,english189,male,"[u'dakota,', u'usa']","english
(eng)",[u'none'],"[u'19,', u'male', u'']",0.0,naturalistic,[u'usa'],19.0,  19
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=618,english190,male,"[u'illinois,', u'usa']","english
(eng)","[u'spanish', u'koine', u'greek', u'']","[u'27,', u'male', u'']",0.0,naturalistic,[u'usa'],28.0,  27
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=631,english191,male,"[u'mexico,', u'usa']","english
(eng)","[u'mandarin', u'russian', u'german', u'']","[u'19,', u'male', u'']",0.0,naturalistic,[u'usa'],19.0,  19
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=636,english192,female,"[u'michigan,', u'usa']","english
(eng)",[u'none'],"[u'27,', u'female', u'']",0.0,naturalistic,[u'usa'],27.0,  27
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=637,english193,male,"[u'hawaii,', u'usa']","english
(eng)",[u'none'],"[u'32,', u'male', u'']",0.0,naturalistic,[u'usa'],32.0,  32
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=638,english194,male,"[u'england,', u'uk']","english
(eng)",[u'none'],"[u'19,', u'male', u'']",0.0,naturalistic,[u'uk'],19.0,  19
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=639,english195,female,"[u'wisconsin,', u'usa']","english
(eng)","[u'french', u'russian', u'german', u'norwegian', u'']","[u'21,', u'female', u'']",0.0,naturalistic,[u'usa'],21.0,  21
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=654,english196,female,"[u'suva,', u'fiji']","english
(eng)","[u'fijian', u'hindi', u'french', u'']","[u'50,', u'female', u'']",0.0,naturalistic,"[u'fiji,', u'usa']",50.0,  50
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=662,english197,male,"[u'iowa,', u'usa']","english
(eng)",[u'none'],"[u'22,', u'male', u'']",0.0,naturalistic,[u'usa'],22.0,  22
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=663,english198,male,"[u'columbia,', u'usa']","english
(eng)",[u'none'],"[u'56,', u'male', u'']",0.0,naturalistic,[u'usa'],56.0,  56
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=664,english199,male,"[u'york,', u'usa']","english
(eng)",[u'none'],"[u'25,', u'male', u'']",0.0,naturalistic,[u'usa'],25.0,  25
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=667,english200,female,"[u'california,', u'usa']","english
(eng)","[u'spanish', u'']","[u'22,', u'female', u'']",0.0,naturalistic,[u'usa'],22.0,  22
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=668,english201,female,"[u'michigan,', u'usa']","english
(eng)","[u'polish', u'']","[u'26,', u'female', u'']",0.0,naturalistic,[u'usa'],26.0,  26
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=673,english202,male,"[u'maryland,', u'usa']","english
(eng)","[u'esperanto', u'']","[u'19,', u'male', u'']",0.0,naturalistic,[u'usa'],19.0,  19
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=674,english203,female,"[u'massachusetts,', u'usa']","english
(eng)","[u'german', u'french', u'']","[u'63,', u'female', u'']",0.0,naturalistic,[u'usa'],31.0,  63
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=678,english204,male,"[u'illinois,', u'usa']","english
(eng)","[u'french', u'german', u'']","[u'53,', u'male', u'']",0.0,naturalistic,[u'usa'],49.0,  53
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=679,english205,female,"[u'minnesota,', u'usa']","english
(eng)",[u'none'],"[u'45,', u'female', u'']",0.0,naturalistic,[u'usa'],45.0,  45
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=680,english206,female,"[u'england,', u'uk']","english
(eng)","[u'slovenian', u'']","[u'35,', u'female', u'']",0.0,naturalistic,[u'uk'],35.0,  35
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=684,english207,female,"[u'pennsylvania,', u'usa']","english
(eng)","[u'spanish', u'']","[u'23,', u'female', u'']",0.0,naturalistic,[u'usa'],23.0,  23
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=695,english208,male,"[u'dc,', u'usa']","english
(eng)",[u'none'],"[u'46,', u'male', u'']",0.0,naturalistic,[u'usa'],29.0,  46
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=702,english209,female,"[u'and', u'barbuda']","english
(eng)","[u'antigua', u'and', u'barbuda', u'creole', u'english', u'french', u'']","[u'28,', u'female', u'']",0.0,naturalistic,"[u'antigua', u'and', u'barbuda,', u'usa']",28.0,  28
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=705,english210,female,"[u'scotia,', u'canada']","english
(eng)","[u'french', u'']","[u'23,', u'female', u'']",0.0,naturalistic,[u'canada'],23.0,  23
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=720,english211,male,"[u'massachusetts,', u'usa']","english
(eng)",[u'none'],"[u'30,', u'male', u'']",0.0,naturalistic,[u'usa'],30.0,  30
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=729,english212,male,"[u'carolina,', u'usa']","english
(eng)",[u'none'],"[u'24,', u'male', u'']",0.0,naturalistic,[u'usa'],24.0,  24
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=734,english213,male,"[u'kansas,', u'usa']","english
(eng)",[u'none'],"[u'38,', u'male', u'']",0.0,naturalistic,[u'usa'],38.0,  38
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=737,english214,male,"[u'carolina,', u'usa']","english
(eng)","[u'spanish', u'']","[u'26,', u'male', u'']",0.0,naturalistic,[u'usa'],26.0,  26
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=738,english215,male,"[u'warwickshire,', u'uk']","english
(eng)","[u'spanish', u'italian', u'yiddish', u'']","[u'20,', u'male', u'']",0.0,naturalistic,"[u'uk,', u'ireland,', u'usa']",20.0,  20
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=739,english216,female,"[u'illinois,', u'usa']","english
(eng)","[u'spanish', u'']","[u'48,', u'female', u'']",0.0,naturalistic,[u'usa'],48.0,  48
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=740,english217,male,"[u'middlesex,', u'uk']","english
(eng)","[u'french', u'german', u'spanish', u'italian', u'japanese', u'']","[u'66,', u'male', u'']",0.0,naturalistic,"[u'uk,', u'usa']",66.0,  66
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=747,english218,female,"[u'virginia,', u'usa']","english
(eng)","[u'latin', u'spanish', u'']","[u'27,', u'female', u'']",0.0,naturalistic,[u'usa'],27.0,  27
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=748,english219,female,"[u'california,', u'usa']","english
(eng)","[u'spanish', u'']","[u'38,', u'female', u'']",0.0,naturalistic,[u'usa'],38.0,  38
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=749,english220,female,"[u'california,', u'usa']","english
(eng)",[u'none'],"[u'18,', u'female', u'']",0.0,naturalistic,[u'usa'],18.0,  18
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=754,english221,male,"[u'london,', u'uk']","english
(eng)","[u'yoruba', u'']","[u'45,', u'male', u'']",0.0,naturalistic,"[u'uk,', u'australia,', u'usa']",45.0,  45
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=764,english222,female,"[u'indiana,', u'usa']","english
(eng)",[u'none'],"[u'18,', u'female', u'']",0.0,naturalistic,[u'usa'],18.0,  18
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=767,english223,male,"[u'pennsylvania,', u'usa']","english
(eng)",[u'none'],"[u'18,', u'male', u'']",0.0,naturalistic,[u'usa'],18.0,  18
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=768,english224,male,"[u'bridgetown,', u'barbados']","english
(eng)","[u'spanish', u'french', u'']","[u'20,', u'male', u'']",0.0,naturalistic,[u'barbados'],20.0,  20
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=771,english225,male,"[u'scotland,', u'uk']","english
(eng)","[u'italian', u'']","[u'50,', u'male', u'']",0.0,naturalistic,"[u'scotland,', u'usa']",50.0,  50
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=772,english226,male,"[u'surrey,', u'uk']","english
(eng)",[u'none'],"[u'38,', u'male', u'']",0.0,naturalistic,"[u'uk,', u'usa']",38.0,  38
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=773,english227,female,"[u'surrey,', u'uk']","english
(eng)",[u'none'],"[u'42,', u'female', u'']",0.0,naturalistic,"[u'uk,', u'usa']",42.0,  42
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=774,english228,female,"[u'scotland,', u'uk']","english
(eng)","[u'french', u'german', u'krio', u'']","[u'59,', u'female', u'']",0.0,naturalistic,"[u'scotland,', u'usa,', u'sierra', u'leone']",59.0,  59
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=775,english229,male,"[u'vermont,', u'usa']","english
(eng)","[u'french', u'']","[u'25,', u'male', u'']",0.0,naturalistic,[u'usa'],25.0,  25
